tail_num,mfr_name,model,model_2,year,cert_year,eng_mfr_name,eng_model,carrier
N943DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1997.0,2012.0,IAE,V2528-D5,DL
N372NW,AIRBUS,A320-212,A320,2001.0,2009.0,CFM INTL,CFM56-5A,DL
N583NW,BOEING,757-351,757-300,2002.0,2009.0,P & W,PW2040,DL
N946DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1995.0,2012.0,IAE,V2528-D5,DL
N979DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,2010.0,P & W,JT8D-219,DL
N930DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2015.0,IAE,V2528-D5,DL
N831DN,BOEING,737-932ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,DL
N957DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1997.0,2011.0,IAE,V2528-D5,DL
N370NW,AIRBUS,A320-212,A320,1999.0,1999.0,CFM INTL,CFM56-5A,DL
N727TW,BOEING,757-231,757-200,1999.0,2015.0,P & W,PW2037,DL
N960AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL
N912DL,MCDONNELL DOUGLAS,MD-88,MD-88,1987.0,2018.0,P & W,JT8D-219,DL
N372DA,BOEING,737-832,737-800,1998.0,1998.0,CFM INTL,CFM56-7B,DL
N607AT,BOEING,717-200,717-200,2000.0,2009.0,ROLLS-ROYC,BR700-715,DL
N919DE,MCDONNELL DOUGLAS,MD-88,MD-88,1993.0,1993.0,P & W,JT8D-219,DL
N940AT,BOEING,717-200,717-200,1999.0,2014.0,ROLLS-ROYC,BR700-715,DL
N663DN,BOEING,757-232,757-200,1991.0,2016.0,P & W,PW2037,DL
N359NW,AIRBUS,A320-212,A320,1998.0,2009.0,CFM INTL,CFM56-5A,DL
N980AT,BOEING,717-200,717-200,2002.0,2003.0,ROLLS-ROYC,BR700-715,DL
N835DN,BOEING,737-932ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,DL
N986AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL
N324NB,AIRBUS,A319-114,A319,2001.0,2009.0,CFM INTL,CFM56-5A,DL
N717JL,BOEING,717-200,717-200,2002.0,2003.0,ROLLS-ROYC,BR700-715,DL
N914DE,MCDONNELL DOUGLAS,MD-88,MD-88,1993.0,1993.0,P & W,JT8D-219,DL
N849DN,BOEING,737-932ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,DL
N803DN,BOEING,737-932ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,DL
N6706Q,BOEING,757-232,757-200,2000.0,2000.0,P & W,PW2037,DL
N916DL,MCDONNELL DOUGLAS,MD-88,MD-88,1988.0,2015.0,P & W,JT8D-219,DL
N3772H,BOEING,737-832,737-800,2010.0,2010.0,CFM INTL,CFM56-7B,DL
N317NB,AIRBUS,A319-114,A319,2000.0,2009.0,CFM INTL,CFM56-5A,DL
N3744F,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL
N901DA,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1995.0,1995.0,IAE,V2528-D5,DL
N368NW,AIRBUS,A320-212,A320,1999.0,1999.0,CFM INTL,CFM56-5A,DL
N965DN,BOEING,MD-90-30,MD-90-30,2000.0,2010.0,IAE,V2528-D5,DL
N950AT,BOEING,717-200,717-200,2000.0,2014.0,ROLLS-ROYC,BR700-715,DL
N3763D,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL
N581NW,BOEING,757-351,757-300,2002.0,2009.0,P & W,PW2040,DL
N3745B,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL
N925DL,MCDONNELL DOUGLAS,MD-88,MD-88,1988.0,2017.0,P & W,JT8D-219,DL
N933DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1997.0,2016.0,IAE,V2528-D5,DL
N699DL,BOEING,757-232,757-200,1999.0,1999.0,P & W,PW2037,DL
N336NW,AIRBUS,A320-212,A320,1992.0,2009.0,CFM INTL,CFM56-5A,DL
N895AT,BOEING,717-200,717-200,2004.0,2005.0,ROLLS-ROYC,BR700-715,DL
N312US,AIRBUS,A320-211,A320,1990.0,2013.0,CFM INTL,CFM56-5A,DL
N327NB,AIRBUS,A319-114,A319,2001.0,2009.0,CFM INTL,CFM56-5A,DL
N934DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2016.0,IAE,V2528-D5,DL
N356NW,AIRBUS,A320-212,A320,1998.0,2009.0,CFM INTL,CFM56-5A,DL
N334NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL
N905DL,MCDONNELL DOUGLAS,MD-88,MD-88,1987.0,2018.0,P & W,JT8D-219,DL
N963DL,MCDONNELL DOUGLAS,MD-88,MD-88,1990.0,2018.0,P & W,JT8D-219,DL
N891AT,BOEING,717-200,717-200,2004.0,2004.0,ROLLS-ROYC,BR700-715,DL
N377NW,AIRBUS,A320-211,A320,2003.0,2009.0,CFM INTL,CFM56-5A,DL
N3759,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL
N939DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2012.0,IAE,V2528-D5,DL
N140LL,BOEING,767-332,767-300,1993.0,2011.0,P & W,PW4060,DL
N952AT,BOEING,717-200,717-200,2000.0,2000.0,ROLLS-ROYC,BR700-715,DL
N371NW,AIRBUS,A320-212,A320,2001.0,2009.0,CFM INTL,CFM56-5A,DL
N937DL,MCDONNELL DOUGLAS,MD-88,MD-88,1989.0,1989.0,P & W,JT8D-219,DL
N808DN,BOEING,737-932ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,DL
N939DL,MCDONNELL DOUGLAS,MD-88,MD-88,1989.0,1989.0,P & W,JT8D-219,DL
N936DL,MCDONNELL DOUGLAS,MD-88,MD-88,1989.0,1989.0,P & W,JT8D-219,DL
N920DE,MCDONNELL DOUGLAS,MD-88,MD-88,1993.0,1994.0,P & W,JT8D-219,DL
N945DL,MCDONNELL DOUGLAS,MD-88,MD-88,1989.0,1989.0,P & W,JT8D-219,DL
N936AT,BOEING,717-200,717-200,1999.0,2000.0,ROLLS-ROYC,BR700-715,DL
N661DN,BOEING,757-232,757-200,1990.0,2016.0,P & W,PW2037,DL
N376DA,BOEING,737-832,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,DL
N310NW,AIRBUS,A320-211,A320,1990.0,2009.0,CFM INTL,CFM56-5A,DL
N964AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL
N329NB,AIRBUS,A319-114,A319,2001.0,2009.0,CFM INTL,CFM56-5A,DL
N806DN,BOEING,737-932ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,DL
N991DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,1992.0,P & W,JT8D-219,DL
N997DL,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1992.0,P & W,JT8D-219,DL
N374NW,AIRBUS,A320-212,A320,2001.0,2009.0,CFM INTL,CFM56-5A,DL
N664DN,BOEING,757-232,757-200,1991.0,2016.0,P & W,PW2037,DL
N301NB,AIRBUS,A319-114,A319,1999.0,1999.0,CFM INTL,CFM56-5A,DL
N3737C,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL
N353NW,AIRBUS,A320-212,A320,1998.0,2009.0,CFM INTL,CFM56-5A,DL
N365NW,AIRBUS,A320-212,A320,1999.0,1999.0,CFM INTL,CFM56-5A,DL
N952DN,BOEING,MD-90-30,MD-90-30,1998.0,2012.0,IAE,V2528-D5,DL
N974AT,BOEING,717-200,717-200,2002.0,2002.0,ROLLS-ROYC,BR700-715,DL
N975AT,BOEING,717-200,717-200,2002.0,2002.0,ROLLS-ROYC,BR700-715,DL
N923AT,BOEING,717-200,717-200,2005.0,2005.0,ROLLS-ROYC,BR700-715,DL
N354NW,AIRBUS,A320-212,A320,1998.0,2009.0,CFM INTL,CFM56-5A,DL
N987AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL
N685DA,BOEING,757-232,757-200,1995.0,1995.0,P & W,PW2037,DL
N977AT,BOEING,717-200,717-200,2002.0,2002.0,ROLLS-ROYC,BR700-715,DL
N750AT,BOEING,757-212,757-200,1984.0,1996.0,,,DL
N969DL,MCDONNELL DOUGLAS,MD-88,MD-88,1990.0,2014.0,P & W,JT8D-219,DL
N814DN,BOEING,737-932ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,DL
N351NW,AIRBUS,A320-212,A320,1997.0,2009.0,CFM INTL,CFM56-5A,DL
N342NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL
N899AT,BOEING,717-200,717-200,2005.0,2005.0,ROLLS-ROYC,BR700-715,DL
N371DA,BOEING,737-832,737-800,1998.0,1998.0,CFM INTL,CFM56-7B,DL
N932DL,MCDONNELL DOUGLAS,MD-88,MD-88,1989.0,1989.0,P & W,JT8D-219,DL
N321US,AIRBUS,A320-211,A320,1991.0,2015.0,CFM INTL,CFM56-5A,DL
N948DL,MCDONNELL DOUGLAS,MD-88,MD-88,1989.0,1990.0,P & W,JT8D-219,DL
N915AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL
N903DA,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1995.0,1995.0,IAE,V2528-D5,DL
N335NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL
N918DE,MCDONNELL DOUGLAS,MD-88,MD-88,1993.0,1993.0,P & W,JT8D-219,DL
N313US,AIRBUS,A320-211,A320,1990.0,2013.0,CFM INTL,CFM56-5A,DL
N323NB,AIRBUS,A319-114,A319,2001.0,2009.0,CFM INTL,CFM56-5A,DL
N336NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL
N978DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,2011.0,P & W,JT8D-219,DL
N3740C,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL
N360NB,AIRBUS,A319-114,A319,2003.0,2009.0,CFM INTL,CFM56-5A,DL
N963AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL
N338NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL
N361NB,AIRBUS,A319-114,A319,2003.0,2009.0,CFM INTL,CFM56-5A,DL
N810DN,BOEING,737-932ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,DL
N990AT,BOEING,717-200,717-200,2001.0,2002.0,ROLLS-ROYC,BR700-715,DL
N144DA,BOEING,767-332ER,767-300ER,1999.0,1999.0,P & W,PW4060,DL
N617DL,BOEING,757-232,757-200,1986.0,2017.0,P & W,PW2037,DL
N838DN,BOEING,737-932ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,DL
N938DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1995.0,2012.0,IAE,V2528-D5,DL
N3743H,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL
N834DN,BOEING,737-932ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,DL
N949AT,BOEING,717-200,717-200,1999.0,2014.0,ROLLS-ROYC,BR700-715,DL
N314US,AIRBUS,A320-211,A320,1991.0,2013.0,CFM INTL,CFM56-5A,DL
N592NW,BOEING,757-351,757-300,2003.0,2009.0,P & W,PW2040,DL
N998AT,BOEING,717-200,717-200,2002.0,2003.0,ROLLS-ROYC,BR700-715,DL
N954AT,BOEING,717-200,717-200,2000.0,2001.0,ROLLS-ROYC,BR700-715,DL
N689DL,BOEING,757-232,757-200,1998.0,1998.0,P & W,PW2037,DL
N996AT,BOEING,717-200,717-200,2002.0,2002.0,ROLLS-ROYC,BR700-715,DL
N900DE,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1992.0,P & W,JT8D-219,DL
N698DL,BOEING,757-232,757-200,1999.0,1999.0,P & W,PW2037,DL
N181DN,BOEING,767-332ER,767-300ER,1992.0,2017.0,P & W,PW4060,DL
N3750D,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL
N128DL,BOEING,767-332ER,767-300ER,1988.0,2010.0,GE,CF6-80C2,DL
N938AT,BOEING,717-200,717-200,2006.0,2006.0,ROLLS-ROYC,BR700-715,DL
N955DL,MCDONNELL DOUGLAS,MD-88,MD-88,1990.0,2016.0,P & W,JT8D-219,DL
N343NW,AIRBUS,A320-212,A320,1992.0,2009.0,CFM INTL,CFM56-5A,DL
N3738B,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL
N591NW,BOEING,757-351,757-300,2003.0,2009.0,P & W,PW2040,DL
N540US,BOEING,757-251,757-200,1996.0,2015.0,P & W,PW2037,DL
N3753,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL
N908DE,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1992.0,P & W,JT8D-219,DL
N915DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,1997.0,IAE,V2528-D5,DL
N893AT,BOEING,717-200,717-200,2004.0,2005.0,ROLLS-ROYC,BR700-715,DL
N194DN,BOEING,767-332ER,767-300ER,1997.0,1997.0,P & W,PW4060,DL
N949DL,MCDONNELL DOUGLAS,MD-88,MD-88,1990.0,1990.0,P & W,JT8D-219,DL
N941DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1997.0,2012.0,IAE,V2528-D5,DL
N684DA,BOEING,757-232,757-200,1993.0,2016.0,P & W,PW2037,DL
N1608,BOEING,767-332ER,767-300ER,2000.0,2000.0,GE,CF6-80C2,DL
N992DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,1992.0,P & W,JT8D-219,DL
N917DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2009.0,IAE,V2528-D5,DL
N809DN,BOEING,737-932ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,DL
N847DN,BOEING,737-932ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,DL
N365NB,AIRBUS,A319-114,A319,2003.0,2009.0,CFM INTL,CFM56-5A,DL
N955AT,BOEING,717-200,717-200,2000.0,2001.0,ROLLS-ROYC,BR700-715,DL
N662DN,BOEING,757-232,757-200,1991.0,2017.0,P & W,PW2037,DL
N958AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL
N6711M,BOEING,757-232,757-200,2000.0,2000.0,P & W,PW2037,DL
N922DL,MCDONNELL DOUGLAS,MD-88,MD-88,1988.0,2018.0,P & W,JT8D-219,DL
N986DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,1991.0,P & W,JT8D-219,DL
N902DE,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1992.0,P & W,JT8D-219,DL
N358NW,AIRBUS,A320-212,A320,1998.0,2009.0,CFM INTL,CFM56-5A,DL
N676DL,BOEING,757-232,757-200,1992.0,1992.0,P & W,PW2037,DL
N346NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL
N908DA,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1995.0,1995.0,IAE,V2528-D5,DL
N932DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2016.0,IAE,V2528-D5,DL
N936DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2016.0,IAE,V2528-D5,DL
N368NB,AIRBUS,A319-114,A319,2003.0,2009.0,CFM INTL,CFM56-5A,DL
N397DA,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL
N378DA,BOEING,737-832,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,DL
N704X,BOEING,757-2Q8,757-200,1997.0,2013.0,P & W,PW2037,DL
N900PC,BOEING,757-26D,757-200,1997.0,1997.0,P & W,PW2037,DL
N931DL,MCDONNELL DOUGLAS,MD-88,MD-88,1988.0,1989.0,P & W,JT8D-219,DL
N909DA,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1995.0,1996.0,IAE,V2528-D5,DL
N544US,BOEING,757-251,757-200,1996.0,2009.0,P & W,PW2037,DL
N376NW,AIRBUS,A320-212,A320,2002.0,2009.0,CFM INTL,CFM56-5A,DL
N3730B,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL
N912DE,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1993.0,P & W,JT8D-219,DL
N340NW,AIRBUS,A320-212,A320,1992.0,2009.0,CFM INTL,CFM56-5A,DL
N3748Y,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL
N988DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,1991.0,P & W,JT8D-219,DL
N993DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,1992.0,P & W,JT8D-219,DL
N348NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL
N930AT,BOEING,717-200,717-200,2000.0,2000.0,ROLLS-ROYC,BR700-715,DL
N951AT,BOEING,717-200,717-200,2000.0,2000.0,ROLLS-ROYC,BR700-715,DL
N682DA,BOEING,757-232,757-200,1993.0,2017.0,P & W,PW2037,DL
N349NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL
N912DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,1996.0,IAE,V2528-D5,DL
N593NW,BOEING,757-351,757-300,2003.0,2009.0,P & W,PW2040,DL
N926AT,BOEING,717-200,717-200,2000.0,2000.0,ROLLS-ROYC,BR700-715,DL
N176DZ,BOEING,767-332ER,767-300ER,1999.0,1999.0,GE,CF6-80C2,DL
N927AT,BOEING,717-200,717-200,2000.0,2000.0,ROLLS-ROYC,BR700-715,DL
N957AT,BOEING,717-200,717-200,2000.0,2001.0,ROLLS-ROYC,BR700-715,DL
N961AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL
N394DA,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL
N939AT,BOEING,717-200,717-200,2006.0,2006.0,ROLLS-ROYC,BR700-715,DL
N136DL,BOEING,767-332ER,767-300ER,1991.0,2010.0,GE,CF6-80C2,DL
N3771K,BOEING,737-832,737-800,2002.0,2002.0,CFM INTL,CFM56-7B,DL
N3766,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL
N916DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,1997.0,IAE,V2528-D5,DL
N6708D,BOEING,757-232,757-200,2000.0,2000.0,P & W,PW2037,DL
N914DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,1997.0,IAE,V2528-D5,DL
N6714Q,BOEING,757-232,757-200,2000.0,2000.0,P & W,PW2037,DL
N3762Y,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL
N839DN,BOEING,737-932ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,DL
N998DL,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1992.0,P & W,JT8D-219,DL
N969AT,BOEING,717-200,717-200,2001.0,2002.0,ROLLS-ROYC,BR700-715,DL
N624AG,BOEING,757-2Q8,757-200,1993.0,2016.0,P & W,PW2037,DL
N997AT,BOEING,717-200,717-200,2002.0,2003.0,ROLLS-ROYC,BR700-715,DL
N130DL,BOEING,767-332ER,767-300ER,1988.0,2014.0,GE,CF6-80C2,DL
N751AT,BOEING,757-212,757-200,1984.0,1997.0,P & W,PW2037,DL
N965AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL
N3756,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL
N801DZ,BOEING,737-932ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,DL
N318US,AIRBUS,A320-211,A320,1991.0,2013.0,CFM INTL,CFM56-5A,DL
N369NB,AIRBUS,A319-114,A319,2003.0,2009.0,CFM INTL,CFM56-5A,DL
N337NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL
N901DE,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1992.0,P & W,JT8D-219,DL
N671DN,BOEING,757-232,757-200,1992.0,1992.0,P & W,PW2037,DL
N710TW,BOEING,757-2Q8,757-200,1997.0,2013.0,P & W,PW2037,DL
N554NW,BOEING,757-251,757-200,2001.0,2009.0,P & W,PW2037,DL
N318NB,AIRBUS,A319-114,A319,2000.0,2009.0,CFM INTL,CFM56-5A,DL
N190DN,BOEING,767-332ER,767-300ER,1997.0,1997.0,P & W,PW4060,DL
N982DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,2015.0,P & W,JT8D-219,DL
N153DL,BOEING,767-3P6ER,767-300ER,1990.0,1997.0,GE,CF6-80C2,DL
N553NW,BOEING,757-251,757-200,2001.0,2009.0,P & W,PW2037,DL
N709TW,BOEING,757-2Q8,757-200,1997.0,2013.0,P & W,PW2037,DL
N821NW,AIRBUS,A330-323,A330-300,2007.0,2009.0,P & W,PW4168A,DL
N999DN,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1992.0,P & W,JT8D-219,DL
N6713Y,BOEING,757-232,757-200,2000.0,2000.0,P & W,PW2037,DL
N948DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2012.0,IAE,V2528-D5,DL
N665DN,BOEING,757-232,757-200,1991.0,2016.0,P & W,PW2037,DL
N374DA,BOEING,737-832,737-800,1998.0,1998.0,CFM INTL,CFM56-7B,DL
N832MH,BOEING,767-432ER,767-400ER,2000.0,2000.0,GE,CF6-80C2,DL
N152DL,BOEING,767-3P6ER,767-300ER,1990.0,1997.0,GE,CF6-80C2,DL
N711ZX,BOEING,757-231,757-200,1997.0,2001.0,P & W,PW2037,DL
N723TW,BOEING,757-231,757-200,2000.0,2013.0,P & W,PW2037,DL
N3732J,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL
N196DN,BOEING,767-332ER,767-300ER,1997.0,1997.0,P & W,PW4060,DL
N713TW,BOEING,757-2Q8,757-200,1997.0,2013.0,P & W,PW2037,DL
N717TW,BOEING,757-231,757-200,1999.0,1999.0,P & W,PW2037,DL
N381DN,BOEING,737-832,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,DL
N396DA,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL
N3751B,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL
N398DA,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL
N721TW,BOEING,757-231,757-200,1999.0,2014.0,P & W,PW2037,DL
N816NW,AIRBUS,A330-323,A330-300,2007.0,2009.0,P & W,PW4168A,DL
N3731T,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL
N960DN,BOEING,MD-90-30,MD-90-30,1998.0,2011.0,IAE,V2528-D5,DL
N712TW,BOEING,757-2Q8,757-200,1997.0,2013.0,P & W,PW2037,DL
N944DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1997.0,2012.0,IAE,V2528-D5,DL
N718TW,BOEING,757-231,757-200,1999.0,1999.0,P & W,PW2037,DL
N586NW,BOEING,757-351,757-300,2002.0,2009.0,P & W,PW2040,DL
N823DN,BOEING,737-932ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,DL
N355NW,AIRBUS,A320-212,A320,1998.0,2009.0,CFM INTL,CFM56-5A,DL
N344NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL
N979AT,BOEING,717-200,717-200,2002.0,2002.0,ROLLS-ROYC,BR700-715,DL
N845DN,BOEING,737-932ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,DL
N931DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1997.0,2016.0,IAE,V2528-D5,DL
N929DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2015.0,IAE,V2528-D5,DL
N192DN,BOEING,767-332ER,767-300ER,1997.0,1997.0,P & W,PW4060,DL
N324US,AIRBUS,A320-211,A320,1991.0,2015.0,CFM INTL,CFM56-5A,DL
N694DL,BOEING,757-232,757-200,1998.0,1998.0,P & W,PW2037,DL
N844DN,BOEING,737-932ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,DL
N596NW,BOEING,757-351,757-300,2003.0,2009.0,P & W,PW2040,DL
N399DA,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL
N357NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL
N833DN,BOEING,737-932ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,DL
N387DA,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL
N373NW,AIRBUS,A320-212,A320,2001.0,2009.0,CFM INTL,CFM56-5A,DL
N824NW,AIRBUS,A330-302,A330-300,2015.0,2016.0,GE,CF6-80E1,DL
N807NW,AIRBUS,A330-323,A330-300,2004.0,2009.0,P & W,PW4168A,DL
N375DA,BOEING,737-832,737-800,1998.0,1998.0,CFM INTL,CFM56-7B,DL
N3769L,BOEING,737-832,737-800,2002.0,2002.0,CFM INTL,CFM56-7B,DL
N3773D,BOEING,737-832,737-800,2010.0,2010.0,CFM INTL,CFM56-7B,DL
N386DA,BOEING,737-832,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,DL
N674DL,BOEING,757-232,757-200,1992.0,1992.0,P & W,PW2037,DL
N364NB,AIRBUS,A319-114,A319,2003.0,2009.0,CFM INTL,CFM56-5A,DL
N669DN,BOEING,757-232,757-200,1991.0,2011.0,P & W,PW2037,DL
N366NB,AIRBUS,A319-114,A319,2003.0,2009.0,CFM INTL,CFM56-5A,DL
N390DA,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL
N542US,BOEING,757-251,757-200,1996.0,2015.0,P & W,PW2037,DL
N826DN,BOEING,737-932ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,DL
N341NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL
N548US,BOEING,757-251,757-200,1996.0,2009.0,P & W,PW2037,DL
N6700,BOEING,757-232,757-200,1999.0,1999.0,P & W,PW2037,DL
N985DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,1991.0,P & W,JT8D-219,DL
N327NW,AIRBUS,A320-211,A320,1992.0,2016.0,CFM INTL,CFM56-5A,DL
N6703D,BOEING,757-232,757-200,2000.0,2000.0,P & W,PW2037,DL
N364NW,AIRBUS,A320-212,A320,1999.0,1999.0,CFM INTL,CFM56-5A,DL
N3755D,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL
N329NW,AIRBUS,A320-211,A320,1992.0,2016.0,CFM INTL,CFM56-5A,DL
N6712B,BOEING,757-232,757-200,2000.0,2000.0,P & W,PW2037,DL
N393DA,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL
N1612T,BOEING,767-332ER,767-300ER,2001.0,2001.0,GE,CF6-80C2,DL
N934DL,MCDONNELL DOUGLAS,MD-88,MD-88,1989.0,1989.0,P & W,JT8D-219,DL
